Id,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Less than high school graduate:,Margin of Error; Less than high school graduate:,Estimate; Less than high school graduate: - In labor force:,Margin of Error; Less than high school graduate: - In labor force:,Estimate; Less than high school graduate: - In labor force: - In Armed Forces,Margin of Error; Less than high school graduate: - In labor force: - In Armed Forces,Estimate; Less than high school graduate: - In labor force: - Civilian:,Margin of Error; Less than high school graduate: - In labor force: - Civilian:,Estimate; Less than high school graduate: - In labor force: - Civilian: - Employed,Margin of Error; Less than high school graduate: - In labor force: - Civilian: - Employed,Estimate; Less than high school graduate: - In labor force: - Civilian: - Unemployed,Margin of Error; Less than high school graduate: - In labor force: - Civilian: - Unemployed,Estimate; Less than high school graduate: - Not in labor force,Margin of Error; Less than high school graduate: - Not in labor force,Estimate; High school graduate:,Margin of Error; High school graduate:,Estimate; High school graduate: - In labor force:,Margin of Error; High school graduate: - In labor force:,Estimate; High school graduate: - In labor force: - In Armed Forces,Margin of Error; High school graduate: - In labor force: - In Armed Forces,Estimate; High school graduate: - In labor force: - Civilian:,Margin of Error; High school graduate: - In labor force: - Civilian:,Estimate; High school graduate: - In labor force: - Civilian: - Employed,Margin of Error; High school graduate: - In labor force: - Civilian: - Employed,Estimate; High school graduate: - In labor force: - Civilian: - Unemployed,Margin of Error; High school graduate: - In labor force: - Civilian: - Unemployed,Estimate; High school graduate: - Not in labor force,Margin of Error; High school graduate: - Not in labor force,Estimate; Some college or associate's degree:,Margin of Error; Some college or associate's degree:,Estimate; Some college or associate's degree: - In labor force:,Margin of Error; Some college or associate's degree: - In labor force:,Estimate; Some college or associate's degree: - In labor force: - In Armed Forces,Margin of Error; Some college or associate's degree: - In labor force: - In Armed Forces,Estimate; Some college or associate's degree: - In labor force: - Civilian:,Margin of Error; Some college or associate's degree: - In labor force: - Civilian:,Estimate; Some college or associate's degree: - In labor force: - Civilian: - Employed,Margin of Error; Some college or associate's degree: - In labor force: - Civilian: - Employed,Estimate; Some college or associate's degree: - In labor force: - Civilian: - Unemployed,Margin of Error; Some college or associate's degree: - In labor force: - Civilian: - Unemployed,Estimate; Some college or associate's degree: - Not in labor force,Margin of Error; Some college or associate's degree: - Not in labor force,Estimate; Bachelor's degree or higher:,Margin of Error; Bachelor's degree or higher:,Estimate; Bachelor's degree or higher: - In labor force:,Margin of Error; Bachelor's degree or higher: - In labor force:,Estimate; Bachelor's degree or higher: - In labor force: - In Armed Forces,Margin of Error; Bachelor's degree or higher: - In labor force: - In Armed Forces,Estimate; Bachelor's degree or higher: - In labor force: - Civilian:,Margin of Error; Bachelor's degree or higher: - In labor force: - Civilian:,Estimate; Bachelor's degree or higher: - In labor force: - Civilian: - Employed,Margin of Error; Bachelor's degree or higher: - In labor force: - Civilian: - Employed,Estimate; Bachelor's degree or higher: - In labor force: - Civilian: - Unemployed,Margin of Error; Bachelor's degree or higher: - In labor force: - Civilian: - Unemployed,Estimate; Bachelor's degree or higher: - Not in labor force,Margin of Error; Bachelor's degree or higher: - Not in labor force
18580,"Corpus Christi, TX Metro Area",223111,1556,41666,3549,26844,2970,0,206,26844,2970,24787,2827,2057,871,14822,2110,59755,3403,44425,3246,49,62,44376,3241,41549,3095,2827,1061,15330,2121,80919,3932,65654,3732,468,322,65186,3672,62770,3622,2416,875,15265,2100,40771,3142,34783,2859,685,336,34098,2944,32635,2914,1463,776,5988,1290
18700,"Corvallis, OR Metro Area",40530,826,2306,1043,1182,703,0,193,1182,703,1171,704,11,18,1124,670,5388,1042,3456,944,127,211,3329,871,2944,821,385,336,1932,688,10636,1503,8360,1213,0,193,8360,1213,7274,1041,1086,592,2276,754,22200,1998,18356,1815,69,112,18287,1804,17750,1858,537,383,3844,858
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",101272,876,7913,1495,5262,1228,0,211,5262,1228,4837,1159,425,343,2651,803,25984,2601,19233,2265,281,234,18952,2288,17187,2311,1765,680,6751,1243,39104,2430,31312,2232,2893,950,28419,2078,26974,2111,1445,490,7792,1297,28271,2639,23725,2662,1695,565,22030,2662,21288,2609,742,385,4546,951
19060,"Cumberland, MD-WV Metro Area",51957,640,4623,1176,1681,705,0,184,1681,705,1600,707,81,97,2942,797,23015,1756,15146,1805,0,184,15146,1805,13536,1781,1610,633,7869,996,15656,1608,11339,1415,0,184,11339,1415,10231,1337,1108,394,4317,979,8663,1384,7280,1365,0,184,7280,1365,6710,1343,570,404,1383,463
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",3582288,2954,557404,11260,382542,10136,0,206,382542,10136,347959,9597,34583,3687,174862,7261,787102,14457,597389,14208,267,217,597122,14172,546146,14005,50976,4272,189713,7858,1075459,17351,873780,16042,1752,953,872028,16011,812569,15419,59459,4586,201679,7250,1162323,13366,1002836,12645,629,255,1002207,12667,968361,12673,33846,2901,159487,6754
19140,"Dalton, GA Metro Area",72972,1452,22664,2347,15872,1831,0,208,15872,1831,13297,1710,2575,937,6792,1475,21000,2262,15329,1921,0,208,15329,1921,13770,1800,1559,649,5671,1354,20409,2208,16010,1929,30,54,15980,1928,14641,1893,1339,640,4399,1142,8899,1676,7645,1527,0,208,7645,1527,7420,1523,225,163,1254,514
19180,"Danville, IL Metro Area",41478,566,4703,1069,2191,714,0,179,2191,714,1748,588,443,322,2512,740,15235,1472,10589,1257,0,179,10589,1257,9225,1109,1364,509,4646,891,15485,1270,12631,1173,0,179,12631,1173,11218,1286,1413,556,2854,640,6055,1068,5261,1048,0,179,5261,1048,5034,1018,227,135,794,267
19260,"Danville, VA Metro Area",55872,712,7097,1173,3725,947,0,192,3725,947,3220,805,505,287,3372,795,19170,1559,12111,1335,0,192,12111,1335,11446,1384,665,377,7059,1239,19494,1636,15206,1400,39,62,15167,1402,13998,1404,1169,427,4288,829,10111,1446,9279,1453,0,192,9279,1453,9116,1463,163,157,832,326
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",198019,1333,14074,1767,7931,1364,0,184,7931,1364,6893,1235,1038,409,6143,1103,54239,2952,40920,2629,0,184,40920,2629,37203,2369,3717,1049,13319,1577,75660,3172,63347,2981,88,105,63259,2981,59409,3011,3850,988,12313,1392,54046,2521,47253,2486,433,263,46820,2485,45576,2459,1244,549,6793,1180
19380,"Dayton, OH Metro Area",434112,1445,38845,3920,22267,3081,0,182,22267,3081,17623,2639,4644,1058,16578,2314,123701,4708,88328,4848,0,182,88328,4848,79287,4263,9041,1805,35373,2613,153203,5436,120004,5308,803,464,119201,5375,108879,4863,10322,1638,33199,2385,118363,5266,101805,4957,1403,587,100402,4900,97177,4860,3225,850,16558,1895
19460,"Decatur, AL Metro Area",81619,1141,13413,2170,8292,1665,0,184,8292,1665,6580,1394,1712,809,5121,1254,26377,2748,17473,2091,0,184,17473,2091,15627,2067,1846,666,8904,1445,24704,2717,17828,2558,0,184,17828,2558,16279,2410,1549,658,6876,1393,17125,1997,14022,1620,0,184,14022,1620,13295,1434,727,857,3103,909
19500,"Decatur, IL Metro Area",56825,394,5594,959,2956,813,0,179,2956,813,1990,602,966,538,2638,670,17361,1681,13399,1519,0,179,13399,1519,11639,1446,1760,595,3962,703,19440,1637,16037,1545,36,60,16001,1550,14368,1364,1633,695,3403,837,14430,1774,12050,1503,0,179,12050,1503,11503,1497,547,421,2380,585
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",250082,918,24149,2740,12679,1886,0,211,12679,1886,10879,1793,1800,767,11470,1704,87528,4568,57969,4031,0,211,57969,4031,51683,4014,6286,1304,29559,2769,88654,3960,62585,3721,231,284,62354,3651,56671,3579,5683,1253,26069,2914,49751,3548,38613,3147,93,153,38520,3131,36453,3086,2067,679,11138,1952
19740,"Denver-Aurora-Broomfield, CO Metro Area",1489474,1814,146143,6423,98275,5358,0,189,98275,5358,88366,5028,9909,1561,47868,3812,286258,7503,222077,6385,153,183,221924,6420,203310,6246,18614,2382,64181,3919,446139,9591,365292,8793,853,393,364439,8752,338486,8426,25953,2722,80847,4146,610934,8899,534318,9225,984,423,533334,9227,511621,9250,21713,2257,76616,3884
19780,"Des Moines-West Des Moines, IA Metro Area",317424,1127,19360,2072,13497,1848,22,37,13475,1852,12072,1701,1403,488,5863,949,73892,3432,57377,3093,0,151,57377,3093,52827,3138,4550,1102,16515,1832,107061,4558,89594,4108,241,178,89353,4095,85292,4229,4061,1157,17467,2282,117111,4340,105619,4260,149,206,105470,4214,103643,4183,1827,674,11492,1807
19820,"Detroit-Warren-Livonia, MI Metro Area",2303666,1320,225821,6557,115827,5597,0,161,115827,5597,88037,4659,27790,2547,109994,4360,601568,11075,411953,8466,0,161,411953,8466,352168,8294,59785,3464,189615,6683,782042,11556,606357,10153,250,172,606107,10181,546003,9535,60104,3203,175685,5982,694235,9464,597419,9409,531,250,596888,9406,568495,9311,28393,2360,96816,4091
20020,"Dothan, AL Metro Area",76565,553,11432,1289,6391,875,0,184,6391,875,5218,854,1173,370,5041,805,26976,1662,17570,1360,13,21,17557,1358,16347,1279,1210,396,9406,1071,22268,1412,16947,1351,21,27,16926,1349,15673,1229,1253,392,5321,602,15889,1294,13432,1230,247,264,13185,1164,12895,1135,290,174,2457,461
20100,"Dover, DE Metro Area",84607,894,10599,2597,6147,2111,0,182,6147,2111,5386,2036,761,511,4452,1041,28566,2826,21393,2547,141,180,21252,2542,17739,2221,3513,1304,7173,1437,26628,2650,21597,2442,851,468,20746,2431,19549,2379,1197,529,5031,1116,18814,2118,16668,2000,209,163,16459,2022,15517,1865,942,550,2146,766
20220,"Dubuque, IA Metro Area",48340,410,1849,644,1242,509,0,151,1242,509,1151,495,91,96,607,337,15557,1310,12206,1175,60,99,12146,1170,11664,1189,482,270,3351,714,15063,1433,13012,1485,0,151,13012,1485,12681,1466,331,213,2051,680,15871,1517,14170,1465,0,151,14170,1465,13960,1470,210,198,1701,508
20260,"Duluth, MN-WI Metro Area",146013,662,5965,711,2947,662,0,184,2947,662,2812,676,135,89,3018,500,41137,2161,28834,2110,67,74,28767,2124,25714,1840,3053,899,12303,1307,60880,2238,47499,2337,341,269,47158,2336,44049,2258,3109,774,13381,1482,38031,1803,31303,1733,148,147,31155,1726,30198,1761,957,462,6728,945
20500,"Durham-Chapel Hill, NC Metro Area",281015,1839,31804,2814,20600,2349,0,193,20600,2349,17682,1889,2918,1137,11204,1915,47968,3720,34034,3446,0,193,34034,3446,31334,3192,2700,1010,13934,1953,70411,4666,55427,4290,146,183,55281,4290,48752,3770,6529,1295,14984,2120,130832,4242,111663,4014,63,99,111600,4008,107165,4175,4435,1083,19169,2411
20740,"Eau Claire, WI Metro Area",84301,757,4739,1029,2590,693,0,145,2590,693,2249,632,341,255,2149,572,23247,1722,17692,1570,0,145,17692,1570,16409,1420,1283,507,5555,870,31423,2117,26432,2108,81,112,26351,2093,25185,2128,1166,430,4991,986,24892,2033,21513,1851,29,48,21484,1845,20752,1785,732,439,3379,736
20940,"El Centro, CA Metro Area",86940,848,25116,2165,12918,1791,152,249,12766,1792,10178,1548,2588,840,12198,1524,22074,2176,14478,1982,61,89,14417,1995,11776,1785,2641,1071,7596,1192,27525,2505,19862,2145,164,167,19698,2153,16395,1936,3303,1110,7663,1277,12225,1835,9661,1744,0,197,9661,1744,9123,1680,538,399,2564,710
21060,"Elizabethtown, KY Metro Area",64944,1182,6531,1598,3320,1128,0,181,3320,1128,2651,1019,669,485,3211,984,20721,1891,14907,1586,593,480,14314,1562,12651,1515,1663,644,5814,1099,23527,1918,19234,1854,1905,723,17329,1670,15872,1692,1457,672,4293,998,14165,1869,12116,1743,728,457,11388,1704,10736,1680,652,363,2049,504
21140,"Elkhart-Goshen, IN Metro Area",99839,875,19659,2221,13307,1871,0,184,13307,1871,11703,1678,1604,712,6352,1139,35758,2777,26640,2565,0,184,26640,2565,25160,2400,1480,700,9118,1368,27052,2241,22687,2207,55,94,22632,2206,21216,2146,1416,664,4365,1064,17370,1980,15468,1781,0,184,15468,1781,15250,1733,218,224,1902,628
21300,"Elmira, NY Metro Area",46622,757,4429,1108,2112,672,0,185,2112,672,1682,527,430,367,2317,709,15240,1622,10896,1417,16,29,10880,1413,10131,1369,749,394,4344,798,16398,1498,12484,1351,57,100,12427,1341,11740,1213,687,396,3914,829,10555,1627,8803,1457,0,185,8803,1457,8735,1463,68,63,1752,636
21340,"El Paso, TX Metro Area",400926,594,79931,5125,44260,3812,0,206,44260,3812,39391,3524,4869,1218,35671,3289,99714,5014,72052,4650,2807,967,69245,4563,62323,4728,6922,1394,27662,2685,131645,5923,101665,4932,4944,1116,96721,4826,90245,4753,6476,1428,29980,3090,89636,5200,77724,5023,3818,1292,73906,4864,70366,4738,3540,1074,11912,1538
21500,"Erie, PA Metro Area",143687,735,10087,1254,4614,939,0,165,4614,939,3859,853,755,353,5473,942,53545,2194,40203,2144,67,115,40136,2124,36637,2194,3499,924,13342,1557,40406,2082,33368,2060,12,21,33356,2055,30694,2005,2662,693,7038,955,39649,2195,34596,2308,35,57,34561,2320,33430,2336,1131,431,5053,1010
21660,"Eugene-Springfield, OR Metro Area",181738,1257,14874,2069,9743,1593,0,193,9743,1593,7868,1450,1875,624,5131,1239,44008,2728,30458,2595,0,193,30458,2595,26520,2382,3938,1002,13550,1837,73036,3873,52408,3098,0,193,52408,3098,46013,2850,6395,1392,20628,2369,49820,2732,40920,2372,40,65,40880,2367,38469,2422,2411,649,8900,1344
21780,"Evansville, IN-KY Metro Area",189630,1460,13605,1512,8193,1185,0,184,8193,1185,7025,1056,1168,517,5412,1145,61374,2939,45120,3063,0,184,45120,3063,41792,2899,3328,978,16254,1842,69935,3036,56640,2769,238,279,56402,2741,52215,2727,4187,1139,13295,1732,44716,2831,38592,2624,0,184,38592,2624,37146,2551,1446,534,6124,1125
21820,"Fairbanks, AK Metro Area",54343,1249,2559,1161,1144,737,0,143,1144,737,1144,737,0,143,1415,906,12943,1958,10086,1857,764,464,9322,1775,7831,1681,1491,965,2857,992,21914,2403,16562,2411,1983,708,14579,2406,13550,2169,1029,900,5352,1481,16927,2530,14602,2174,1389,823,13213,2101,13146,2093,67,129,2325,849
22020,"Fargo, ND-MN Metro Area",110197,1058,3478,857,2660,854,0,184,2660,854,2286,764,374,361,818,405,22361,2444,18511,2275,0,184,18511,2275,18021,2214,490,319,3850,852,40779,2310,35202,2372,283,332,34919,2382,33871,2367,1048,460,5577,1163,43579,3143,39898,2848,46,47,39852,2841,39261,2810,591,348,3681,1067
22140,"Farmington, NM Metro Area",64463,406,8123,1120,4385,990,0,185,4385,990,3516,950,869,437,3738,692,20231,2058,13541,1678,0,185,13541,1678,11803,1536,1738,676,6690,1129,24160,2000,18394,1899,0,185,18394,1899,16624,1752,1770,660,5766,1020,11949,1740,10220,1617,98,116,10122,1612,9514,1462,608,556,1729,695
22180,"Fayetteville, NC Metro Area",192796,1062,17378,2097,9322,1270,0,193,9322,1270,7607,1138,1715,560,8056,1553,49488,3023,34257,2424,3210,862,31047,2260,27483,2204,3564,723,15231,1656,83178,3513,64100,3136,11523,1482,52577,2856,46554,2730,6023,1122,19078,2132,42752,2615,36351,2638,4965,1014,31386,2470,29265,2248,2121,900,6401,1186
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",244497,2154,34105,3020,24302,2913,0,184,24302,2913,23283,2935,1019,528,9803,1548,73691,3914,55872,3647,0,184,55872,3647,52139,3557,3733,936,17819,2154,65155,4045,50081,3541,201,241,49880,3561,46629,3421,3251,975,15074,2041,71546,3862,58946,3537,152,200,58794,3518,57834,3493,960,470,12600,1750
22380,"Flagstaff, AZ Metro Area",65774,855,7503,1601,5048,1346,0,198,5048,1346,4329,1236,719,449,2455,636,16298,1865,12167,1727,37,65,12130,1712,10917,1654,1213,477,4131,901,22522,2042,17064,1918,0,198,17064,1918,15837,1889,1227,535,5458,1005,19451,2019,16203,1944,0,198,16203,1944,15754,1954,449,429,3248,717
22420,"Flint, MI Metro Area",217450,604,16774,1893,8563,1298,0,161,8563,1298,5557,991,3006,905,8211,1324,71487,3144,44636,2548,0,161,44636,2548,37499,2493,7137,1375,26851,2032,83262,3555,60592,3317,112,130,60480,3332,53601,3437,6879,1287,22670,2243,45927,3221,38852,2732,0,161,38852,2732,36156,2727,2696,738,7075,1417
22500,"Florence, SC Metro Area",106151,681,14682,1866,6559,1374,0,197,6559,1374,5563,1202,996,577,8123,1447,34016,2386,23479,2117,82,140,23397,2125,20115,1989,3282,949,10537,1463,33921,2521,27018,2445,0,197,27018,2445,24899,2320,2119,713,6903,1464,23532,2562,20559,2563,70,114,20489,2545,19769,2470,720,349,2973,762
22520,"Florence-Muscle Shoals, AL Metro Area",75483,957,10108,1704,5370,1160,0,184,5370,1160,4583,1105,787,471,4738,1037,25880,2193,17655,2104,0,184,17655,2104,16158,2030,1497,585,8225,1497,23051,1927,15980,2093,0,184,15980,2093,14389,1996,1591,773,7071,1215,16444,1832,14331,1728,110,189,14221,1725,13371,1672,850,475,2113,665
22540,"Fond du Lac, WI Metro Area",53876,560,3748,890,2420,632,0,145,2420,632,2050,571,370,281,1328,461,19411,1453,16251,1321,0,145,16251,1321,15026,1255,1225,436,3160,660,19237,1554,16267,1442,0,145,16267,1442,15570,1425,697,261,2970,547,11480,1239,10033,1125,0,145,10033,1125,9823,1110,210,129,1447,445
22660,"Fort Collins-Loveland, CO Metro Area",161905,667,7323,1370,4614,1097,0,189,4614,1097,3700,978,914,422,2709,708,26043,2606,21024,2512,0,189,21024,2512,19171,2292,1853,604,5019,1011,52438,3207,42539,2992,29,47,42510,2992,38662,3079,3848,920,9899,1416,76101,3230,64424,2923,182,157,64242,2938,61851,2862,2391,756,11677,1325
22900,"Fort Smith, AR-OK Metro Area",154250,1456,23525,2317,12660,2021,0,184,12660,2021,11111,1923,1549,703,10865,1622,55499,2788,37447,2368,0,184,37447,2368,34961,2373,2486,703,18052,1621,50080,3171,36729,2539,315,377,36414,2517,34424,2593,1990,627,13351,1719,25146,2353,20694,2264,34,58,20660,2261,20348,2219,312,179,4452,868
23060,"Fort Wayne, IN Metro Area",217425,599,20099,2327,11267,1672,0,184,11267,1672,8812,1386,2455,858,8832,1509,65893,3574,50372,3115,0,184,50372,3115,46762,2969,3610,982,15521,1679,76568,3562,64255,3139,157,160,64098,3143,60774,3091,3324,699,12313,1688,54865,3232,47859,3029,0,184,47859,3029,45963,3001,1896,553,7006,1112
23420,"Fresno, CA Metro Area",460303,433,123923,4899,81372,4578,54,89,81318,4578,66038,4049,15280,2111,42551,3155,100577,4701,69619,4410,73,86,69546,4393,59239,4045,10307,1663,30958,2934,148980,6344,112865,5516,523,438,112342,5531,96497,5018,15845,2151,36115,3219,86823,4508,72959,4107,125,107,72834,4091,68744,3932,4090,871,13864,1864
23460,"Gadsden, AL Metro Area",54133,619,8973,1329,4254,906,0,184,4254,906,3389,859,865,509,4719,1037,18659,1529,12297,1293,0,184,12297,1293,10946,1205,1351,582,6362,1193,17877,1940,12217,1595,0,184,12217,1595,11025,1510,1192,707,5660,1193,8624,1265,7116,1191,0,184,7116,1191,6664,1161,452,356,1508,594
23540,"Gainesville, FL Metro Area",128092,1625,10296,1756,5077,1208,0,211,5077,1208,3426,1060,1651,795,5219,1387,30231,3054,21516,2795,0,211,21516,2795,19173,2762,2343,751,8715,1608,37158,2647,28973,2748,0,211,28973,2748,27111,2650,1862,641,8185,1455,50407,3157,40977,2845,113,191,40864,2824,39320,2830,1544,644,9430,1693
23580,"Gainesville, GA Metro Area",93825,1395,22328,2578,14555,1968,0,208,14555,1968,13171,1926,1384,662,7773,1688,26848,2754,20342,2736,0,208,20342,2736,18899,2673,1443,605,6506,1268,25052,2372,19153,2158,0,208,19153,2158,17879,2193,1274,533,5899,1108,19597,2088,16175,1842,64,106,16111,1843,15524,1820,587,337,3422,850
24020,"Glens Falls, NY Metro Area",69540,564,6175,1121,3036,772,0,185,3036,772,2623,732,413,264,3139,741,25407,1613,19974,1639,0,185,19974,1639,18144,1491,1830,665,5433,829,20329,1728,17269,1530,0,185,17269,1530,15443,1503,1826,660,3060,700,17629,1443,14515,1386,0,185,14515,1386,13808,1406,707,332,3114,646
24140,"Goldsboro, NC Metro Area",64972,743,10883,1679,6422,1491,0,193,6422,1491,4908,1443,1514,845,4461,1137,18385,2312,13301,2045,53,68,13248,2045,11823,2092,1425,615,5084,1052,25559,2063,20217,2019,693,369,19524,2098,16861,1854,2663,1040,5342,1144,10145,1780,8486,1616,564,285,7922,1499,7482,1467,440,310,1659,413
24220,"Grand Forks, ND-MN Metro Area",46968,542,2649,647,1701,539,0,184,1701,539,1605,530,96,86,948,398,12429,1054,9875,932,0,184,9875,932,9409,924,466,208,2554,617,16699,1147,14376,1080,324,196,14052,1084,13721,1071,331,271,2323,605,15191,1295,13885,1277,61,58,13824,1278,13599,1305,225,151,1306,370
24300,"Grand Junction, CO Metro Area",76326,1014,6987,1296,4797,1194,0,189,4797,1194,4252,1170,545,374,2190,795,22833,2494,18142,2263,0,189,18142,2263,16138,2130,2004,864,4691,1021,28871,2533,23068,2414,0,189,23068,2414,21366,2445,1702,817,5803,1252,17635,1877,14440,1735,0,189,14440,1735,13702,1757,738,440,3195,978
24340,"Grand Rapids-Wyoming, MI Metro Area",412020,790,38373,2717,24687,2425,0,161,24687,2425,19428,2248,5259,1397,13686,1505,114406,4746,83625,4309,12,22,83613,4310,74486,4039,9127,1393,30781,2313,136589,5014,110720,4980,357,363,110363,5008,102511,4734,7852,1299,25869,2078,122652,4559,107379,4460,0,161,107379,4460,103818,4302,3561,894,15273,1734
24500,"Great Falls, MT Metro Area",41217,720,3489,826,1763,598,0,157,1763,598,1409,586,354,280,1726,614,13484,1270,10453,1169,99,87,10354,1164,9593,1149,761,462,3031,593,15403,1416,11799,1316,653,335,11146,1278,10594,1223,552,310,3604,757,8841,1096,7674,1040,641,326,7033,1036,6830,1041,203,170,1167,395
24540,"Greeley, CO Metro Area",135831,504,20164,2132,14600,2176,0,189,14600,2176,13509,2191,1091,541,5564,1175,32665,2553,25382,2128,0,189,25382,2128,23145,2053,2237,689,7283,1249,46031,2880,37548,2582,50,58,37498,2580,35330,2426,2168,662,8483,1475,36971,2622,31774,2307,110,94,31664,2308,30170,2204,1494,594,5197,855
24580,"Green Bay, WI Metro Area",166136,1138,12807,1835,8562,1438,0,145,8562,1438,7930,1467,632,321,4245,977,52977,2799,41444,2307,0,145,41444,2307,39218,2302,2226,569,11533,1338,56179,3095,48850,3069,44,71,48806,3061,45921,2835,2885,955,7329,1070,44173,2740,39880,2620,35,58,39845,2623,39035,2580,810,366,4293,796
24660,"Greensboro-High Point, NC Metro Area",387527,1168,49268,3442,30917,2872,0,193,30917,2872,25218,2368,5699,1342,18351,2060,107431,4831,80146,4164,0,193,80146,4164,69826,3927,10320,1621,27285,2221,124751,5321,102660,4872,282,309,102378,4976,93848,4999,8530,1371,22091,2433,106077,4119,90264,3995,0,193,90264,3995,85704,4097,4560,1518,15813,1808
24780,"Greenville, NC Metro Area",94912,1590,11288,1655,6756,1210,0,193,6756,1210,6189,1247,567,354,4532,1115,23913,2456,17631,2065,36,63,17595,2066,15223,2035,2372,888,6282,1453,35827,2858,29644,2782,313,278,29331,2799,26463,2790,2868,1031,6183,1180,23884,1927,21471,2050,66,121,21405,2054,20745,1969,660,408,2413,713
24860,"Greenville-Mauldin-Easley, SC Metro Area",338017,1521,45375,3986,26012,2583,0,197,26012,2583,19508,2106,6504,1497,19363,2546,92220,4837,66568,4288,111,129,66457,4287,59439,3907,7018,1392,25652,2362,97095,4098,75597,3752,160,134,75437,3764,69510,3650,5927,1392,21498,1897,103327,4842,88008,4472,67,113,87941,4474,85519,4376,2422,612,15319,2021
25060,"Gulfport-Biloxi, MS Metro Area",135862,1736,16381,2460,9863,2105,0,198,9863,2105,8057,1907,1806,687,6518,1426,39689,3205,30238,2966,243,200,29995,2975,26782,2803,3213,1038,9451,1554,52254,3767,39483,3410,1293,594,38190,3360,34555,3448,3635,1163,12771,2128,27538,3003,21969,2842,1204,499,20765,2834,19544,2701,1221,693,5569,1189
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",149955,1747,17392,2555,9083,1759,0,184,9083,1759,6860,1404,2223,832,8309,1663,55262,3752,41013,3511,48,82,40965,3520,37923,3426,3042,958,14249,1555,48627,3614,38794,3313,269,233,38525,3307,35646,3439,2879,958,9833,1456,28674,2686,24004,2411,132,170,23872,2405,23147,2374,725,374,4670,1243
25260,"Hanford-Corcoran, CA Metro Area",80644,783,20680,1624,10070,1472,0,197,10070,1472,8641,1293,1429,552,10610,1277,21567,2046,13077,1736,315,254,12762,1718,10470,1486,2292,769,8490,1214,28353,2017,19418,2081,970,435,18448,1988,16353,2097,2095,779,8935,1042,10044,1489,8244,1441,781,405,7463,1311,6910,1250,553,391,1800,602
25420,"Harrisburg-Carlisle, PA Metro Area",297378,1419,25023,2513,15124,2006,0,165,15124,2006,12652,1838,2472,930,9899,1222,100589,3613,77392,3723,142,149,77250,3731,71243,3589,6007,1203,23197,2108,80664,3311,66959,2933,427,396,66532,2944,63049,3023,3483,995,13705,1640,91102,3791,79331,3624,744,415,78587,3698,76185,3647,2402,797,11771,1457
25500,"Harrisonburg, VA Metro Area",58827,932,8806,1158,6089,896,0,192,6089,896,5189,838,900,569,2717,862,19156,1921,15405,1688,0,192,15405,1688,14525,1610,880,422,3751,946,12706,1562,10042,1485,0,192,10042,1485,9565,1475,477,325,2664,995,18159,1950,15458,1713,0,192,15458,1713,15268,1692,190,198,2701,756
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",650319,1380,51186,3626,29665,2825,0,193,29665,2825,23806,2684,5859,1143,21521,2553,163869,5526,129041,4984,101,170,128940,4967,113846,4684,15094,2029,34828,2527,181276,4688,152043,4543,131,204,151912,4549,140253,4469,11659,1474,29233,2345,253988,6231,229522,6106,211,212,229311,6099,220307,5827,9004,1294,24466,2034
25620,"Hattiesburg, MS Metro Area",71200,1523,7655,1731,3917,1112,0,198,3917,1112,3196,994,721,482,3738,1121,21410,2391,14253,2039,0,198,14253,2039,12593,1855,1660,821,7157,1608,23568,2486,16534,2026,421,327,16113,2058,14473,2054,1640,728,7034,1538,18567,2333,15700,2139,95,133,15605,2166,15279,2128,326,243,2867,1010
25860,"Hickory-Lenoir-Morganton, NC Metro Area",192630,1452,33932,3022,16941,2087,0,193,16941,2087,13976,1919,2965,959,16991,2218,60222,3434,45128,2965,0,193,45128,2965,39819,2903,5309,1412,15094,2118,64214,3423,51371,3278,103,136,51268,3279,47464,3251,3804,953,12843,1934,34262,2883,29278,2430,0,193,29278,2430,27908,2425,1370,614,4984,1144
25980,"Hinesville-Fort Stewart, GA Metro Area",40882,1709,4486,1197,2241,844,0,208,2241,844,1834,805,407,252,2245,817,12296,1588,9073,1458,673,352,8400,1448,7074,1383,1326,634,3223,835,16505,1652,12795,1496,1957,698,10838,1262,9065,1163,1773,733,3710,1065,7595,1312,6446,1171,1091,598,5355,988,5115,975,240,184,1149,566
