Id,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Less than high school graduate:,Margin of Error; Less than high school graduate:,Estimate; Less than high school graduate: - In labor force:,Margin of Error; Less than high school graduate: - In labor force:,Estimate; Less than high school graduate: - In labor force: - In Armed Forces,Margin of Error; Less than high school graduate: - In labor force: - In Armed Forces,Estimate; Less than high school graduate: - In labor force: - Civilian:,Margin of Error; Less than high school graduate: - In labor force: - Civilian:,Estimate; Less than high school graduate: - In labor force: - Civilian: - Employed,Margin of Error; Less than high school graduate: - In labor force: - Civilian: - Employed,Estimate; Less than high school graduate: - In labor force: - Civilian: - Unemployed,Margin of Error; Less than high school graduate: - In labor force: - Civilian: - Unemployed,Estimate; Less than high school graduate: - Not in labor force,Margin of Error; Less than high school graduate: - Not in labor force,Estimate; High school graduate:,Margin of Error; High school graduate:,Estimate; High school graduate: - In labor force:,Margin of Error; High school graduate: - In labor force:,Estimate; High school graduate: - In labor force: - In Armed Forces,Margin of Error; High school graduate: - In labor force: - In Armed Forces,Estimate; High school graduate: - In labor force: - Civilian:,Margin of Error; High school graduate: - In labor force: - Civilian:,Estimate; High school graduate: - In labor force: - Civilian: - Employed,Margin of Error; High school graduate: - In labor force: - Civilian: - Employed,Estimate; High school graduate: - In labor force: - Civilian: - Unemployed,Margin of Error; High school graduate: - In labor force: - Civilian: - Unemployed,Estimate; High school graduate: - Not in labor force,Margin of Error; High school graduate: - Not in labor force,Estimate; Some college or associate's degree:,Margin of Error; Some college or associate's degree:,Estimate; Some college or associate's degree: - In labor force:,Margin of Error; Some college or associate's degree: - In labor force:,Estimate; Some college or associate's degree: - In labor force: - In Armed Forces,Margin of Error; Some college or associate's degree: - In labor force: - In Armed Forces,Estimate; Some college or associate's degree: - In labor force: - Civilian:,Margin of Error; Some college or associate's degree: - In labor force: - Civilian:,Estimate; Some college or associate's degree: - In labor force: - Civilian: - Employed,Margin of Error; Some college or associate's degree: - In labor force: - Civilian: - Employed,Estimate; Some college or associate's degree: - In labor force: - Civilian: - Unemployed,Margin of Error; Some college or associate's degree: - In labor force: - Civilian: - Unemployed,Estimate; Some college or associate's degree: - Not in labor force,Margin of Error; Some college or associate's degree: - Not in labor force,Estimate; Bachelor's degree or higher:,Margin of Error; Bachelor's degree or higher:,Estimate; Bachelor's degree or higher: - In labor force:,Margin of Error; Bachelor's degree or higher: - In labor force:,Estimate; Bachelor's degree or higher: - In labor force: - In Armed Forces,Margin of Error; Bachelor's degree or higher: - In labor force: - In Armed Forces,Estimate; Bachelor's degree or higher: - In labor force: - Civilian:,Margin of Error; Bachelor's degree or higher: - In labor force: - Civilian:,Estimate; Bachelor's degree or higher: - In labor force: - Civilian: - Employed,Margin of Error; Bachelor's degree or higher: - In labor force: - Civilian: - Employed,Estimate; Bachelor's degree or higher: - In labor force: - Civilian: - Unemployed,Margin of Error; Bachelor's degree or higher: - In labor force: - Civilian: - Unemployed,Estimate; Bachelor's degree or higher: - Not in labor force,Margin of Error; Bachelor's degree or higher: - Not in labor force
29820,"Las Vegas-Paradise, NV Metro Area",1081293,816,163192,7588,112047,5285,0,200,112047,5285,94325,4995,17722,2134,51145,4200,318691,9916,245900,8382,228,199,245672,8365,209574,7822,36098,3302,72791,4334,363530,10528,288978,9418,2508,739,286470,9500,256297,8611,30173,3027,74552,4183,235880,8229,199402,7915,2350,800,197052,7865,185458,7319,11594,1875,36478,2801
29940,"Lawrence, KS Metro Area",52963,1031,2379,850,1656,734,0,165,1656,734,1585,715,71,122,723,346,10668,1660,9097,1585,0,165,9097,1585,8083,1435,1014,504,1571,571,13717,1602,11213,1478,0,165,11213,1478,10359,1523,854,438,2504,804,26199,2159,23517,2150,0,165,23517,2150,22815,2132,702,524,2682,870
30020,"Lawton, OK Metro Area",64437,1162,6119,1479,3058,979,0,149,3058,979,2377,853,681,444,3061,891,22147,2086,16124,1980,1317,611,14807,1902,13226,1734,1581,674,6023,1002,23470,2576,17785,2227,2568,1327,15217,1747,13867,1589,1350,585,5685,1058,12701,1665,11187,1552,1082,499,10105,1411,9875,1398,230,181,1514,596
30140,"Lebanon, PA Metro Area",69241,716,8137,1654,5437,1586,0,165,5437,1586,5114,1574,323,211,2700,809,29705,2246,23812,2159,0,165,23812,2159,22341,2040,1471,646,5893,1116,17609,1738,14586,1661,84,101,14502,1635,13703,1537,799,511,3023,704,13790,1838,12369,1727,46,79,12323,1727,11737,1729,586,459,1421,496
30300,"Lewiston, ID-WA Metro Area",31317,954,2842,702,1747,555,0,184,1747,555,1611,568,136,129,1095,410,8627,1120,6378,974,0,184,6378,974,5824,896,554,324,2249,607,13104,968,10360,982,0,184,10360,982,9907,941,453,288,2744,532,6744,924,5246,799,0,184,5246,799,4811,712,435,310,1498,526
30340,"Lewiston-Auburn, ME Metro Area",57549,535,3425,855,2022,690,0,155,2022,690,1709,617,313,274,1403,458,21566,1798,17302,1851,0,155,17302,1851,16248,1763,1054,579,4264,789,21380,2146,17516,1935,0,155,17516,1935,15945,1946,1571,600,3864,1024,11178,1485,9980,1383,0,155,9980,1383,9878,1383,102,130,1198,542
30460,"Lexington-Fayette, KY Metro Area",257867,1433,26659,2598,16663,2231,0,181,16663,2231,15528,2010,1135,564,9996,1369,60769,3852,45231,3281,0,181,45231,3281,42376,3205,2855,807,15538,2152,73906,4037,60108,3566,55,94,60053,3558,55787,3527,4266,1091,13798,1550,96533,4351,83439,3818,109,130,83330,3814,80599,3790,2731,727,13094,1976
30620,"Lima, OH Metro Area",52887,766,3709,865,1672,560,0,182,1672,560,1454,536,218,212,2037,593,20382,1694,14504,1548,0,182,14504,1548,13325,1570,1179,404,5878,1027,18563,1467,13820,1236,69,89,13751,1240,12458,1160,1293,557,4743,846,10233,1493,8980,1403,0,182,8980,1403,8746,1366,234,182,1253,379
30700,"Lincoln, NE Metro Area",156113,1378,9373,1632,6301,1350,0,149,6301,1350,5404,1216,897,493,3072,809,30635,2394,24108,2122,66,87,24042,2128,22491,2042,1551,630,6527,1248,57141,3010,47641,2501,239,214,47402,2530,45430,2476,1972,665,9500,1569,58964,2685,52662,2725,103,82,52559,2728,51384,2652,1175,538,6302,1089
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",377448,2329,32410,3169,18959,2303,0,184,18959,2303,15950,2085,3009,1032,13451,2037,112911,5353,79797,4154,355,431,79442,4176,74024,3812,5418,1035,33114,2890,115279,4621,91546,4212,1292,573,90254,4114,83592,3759,6662,1446,23733,2312,116848,4212,102246,3741,900,388,101346,3755,97719,3657,3627,1041,14602,1859
30860,"Logan, UT-ID Metro Area",55434,998,3814,972,2492,778,0,184,2492,778,2221,727,271,241,1322,564,11767,1476,9434,1369,0,184,9434,1369,8874,1303,560,314,2333,578,20195,1795,15208,1495,5,9,15203,1494,14675,1472,528,297,4987,973,19658,1863,15848,1743,76,122,15772,1729,15353,1688,419,245,3810,903
30980,"Longview, TX Metro Area",109572,1470,20462,2142,12354,1595,0,206,12354,1595,11101,1671,1253,606,8108,1482,31582,2086,21370,1911,0,206,21370,1911,19703,1731,1667,712,10212,1527,39288,2764,30207,2387,0,206,30207,2387,28132,2420,2075,758,9081,1278,18240,2369,15823,2117,0,206,15823,2117,15372,2089,451,267,2417,784
31020,"Longview, WA Metro Area",53001,587,6498,1073,3665,925,0,192,3665,925,3201,899,464,301,2833,909,15314,1636,10229,1383,0,192,10229,1383,7799,1109,2430,1007,5085,962,22481,1895,16561,1813,44,70,16517,1811,15083,1762,1434,701,5920,1026,8708,1249,7040,1065,43,71,6997,1059,6698,1026,299,198,1668,527
31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",7037037,642,1417302,17707,975185,14614,0,197,975185,14614,864147,13738,111038,5733,442117,9369,1377281,16906,1035792,15019,1147,628,1034645,15091,915256,14126,119389,5008,341489,9931,1944002,20300,1552316,18902,1168,543,1551148,18942,1395315,17450,155833,6775,391686,8708,2298452,19685,1974564,18911,1911,701,1972653,18896,1851614,18881,121039,5490,323888,8929
31140,"Louisville/Jefferson County, KY-IN Metro Area",704182,2568,66639,4361,35501,3316,0,184,35501,3316,29106,3054,6395,1240,31138,2859,214979,6742,158958,5795,232,210,158726,5802,142230,5329,16496,1876,56021,3993,221966,6573,179363,6111,843,498,178520,6041,165158,6066,13362,1724,42603,2851,200598,5698,173725,5280,573,335,173152,5265,167233,5194,5919,1164,26873,2406
31180,"Lubbock, TX Metro Area",137591,714,18595,2310,11408,2061,0,206,11408,2061,10272,2003,1136,614,7187,1408,33523,3112,25393,2846,0,206,25393,2846,22763,2455,2630,983,8130,1489,47996,3001,39139,2887,0,206,39139,2887,37547,2878,1592,693,8857,1312,37477,2680,32777,2527,83,86,32694,2515,31656,2449,1038,498,4700,1032
31340,"Lynchburg, VA Metro Area",127570,2277,13766,1597,7138,1011,0,192,7138,1011,6355,986,783,315,6628,1257,40865,2494,28304,2306,0,192,28304,2306,26432,2370,1872,655,12561,1774,40958,2595,32381,2593,36,70,32345,2606,29919,2470,2426,930,8577,1422,31981,2382,27978,2391,94,142,27884,2405,27395,2373,489,330,4003,846
31420,"Macon, GA Metro Area",120964,1711,17762,2325,9431,1630,0,208,9431,1630,7805,1541,1626,582,8331,1621,38651,2583,25250,2234,0,208,25250,2234,23117,2068,2133,671,13401,1689,38720,2646,30201,2506,35,60,30166,2525,28220,2403,1946,672,8519,1341,25831,2675,21630,2345,0,208,21630,2345,20869,2320,761,352,4201,1108
31460,"Madera-Chowchilla, CA Metro Area",75140,678,22603,2247,14532,1940,0,197,14532,1940,13880,1824,652,521,8071,1502,19845,2411,9826,1602,0,197,9826,1602,9330,1657,496,303,10019,1679,23260,2136,14276,1699,0,197,14276,1699,13230,1676,1046,454,8984,1495,9432,1813,6875,1522,0,197,6875,1522,6668,1471,207,216,2557,935
31540,"Madison, WI Metro Area",318618,755,14318,2152,10274,1753,0,145,10274,1753,9398,1686,876,423,4044,952,63923,3778,51672,3083,0,145,51672,3083,47900,2942,3772,684,12251,1605,98951,3949,83364,3916,0,145,83364,3916,79603,3809,3761,869,15587,1639,141426,4278,123749,4271,172,157,123577,4256,120858,4168,2719,737,17677,1799
31700,"Manchester-Nashua, NH Metro Area",225744,1008,15385,2152,10549,1796,0,181,10549,1796,9305,1667,1244,655,4836,1064,58051,3659,46277,3269,73,118,46204,3271,44141,3123,2063,643,11774,1872,62000,3099,52690,2875,0,181,52690,2875,49998,2854,2692,819,9310,1311,90308,4174,80649,4076,243,330,80406,4111,77135,4136,3271,1005,9659,1450
31740,"Manhattan, KS Metro Area",60896,1117,3402,1009,1983,792,173,293,1810,746,1617,676,193,208,1419,866,15873,1905,13229,1685,1641,774,11588,1555,11041,1600,547,322,2644,766,21272,1979,16775,1637,3613,989,13162,1439,12618,1421,544,351,4497,1194,20349,1773,17258,1805,930,418,16328,1796,16186,1784,142,138,3091,887
31860,"Mankato-North Mankato, MN Metro Area",46832,426,1748,519,1004,327,0,139,1004,327,930,333,74,119,744,338,12078,1084,10201,1154,0,139,10201,1154,9699,1054,502,262,1877,495,17002,1291,15060,1241,22,36,15038,1245,14688,1286,350,197,1942,508,16004,1361,14929,1323,0,139,14929,1323,14642,1329,287,209,1075,383
31900,"Mansfield, OH Metro Area",64108,621,6982,1234,2888,820,0,182,2888,820,2574,757,314,247,4094,1021,25185,1801,18347,1852,0,182,18347,1852,16684,1837,1663,677,6838,1150,21734,1758,15484,1711,148,246,15336,1721,13473,1458,1863,1053,6250,1020,10207,1536,8742,1352,0,182,8742,1352,8289,1243,453,418,1465,550
32580,"McAllen-Edinburg-Mission, TX Metro Area",363293,934,119429,5580,73427,4736,0,206,73427,4736,63937,4335,9490,2227,46002,3790,88676,4657,63039,4038,0,206,63039,4038,56271,3911,6768,1479,25637,2680,91011,5211,71429,4688,160,272,71269,4702,65842,4882,5427,1608,19582,2673,64177,5008,55235,4827,45,79,55190,4815,52861,4725,2329,819,8942,1801
32780,"Medford, OR Metro Area",105195,1122,11166,1739,7887,1427,0,193,7887,1427,6268,1196,1619,802,3279,869,28092,2825,19497,2514,0,193,19497,2514,16785,2486,2712,885,8595,1572,40345,2938,29868,2725,0,193,29868,2725,27109,2739,2759,1031,10477,1860,25592,2668,20791,2261,0,193,20791,2261,19342,2098,1449,758,4801,1463
32820,"Memphis, TN-MS-AR Metro Area",704197,1599,83333,5054,44702,3548,0,184,44702,3548,36073,2992,8629,1564,38631,3155,196364,6408,142018,5691,139,169,141879,5687,125687,5369,16192,2345,54346,3338,233503,6392,189456,6337,504,317,188952,6343,172380,6167,16572,2312,44047,2839,190997,8043,163831,7223,613,323,163218,7193,158596,7222,4622,1046,27166,2796
32900,"Merced, CA Metro Area",122787,703,38351,3382,25705,3056,0,197,25705,3056,22293,2814,3412,1011,12646,1596,33000,2937,24227,2830,0,197,24227,2830,18660,2410,5567,1546,8773,1362,35727,3074,27370,2849,0,197,27370,2849,23325,2476,4045,1122,8357,1436,15709,2420,14022,2395,0,197,14022,2395,13409,2329,613,357,1687,441
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3086889,767,379758,12764,253994,9702,0,211,253994,9702,211625,9171,42369,3541,125764,7777,849755,16321,656858,13706,165,273,656693,13745,576135,14589,80558,5636,192897,9237,906972,15411,746354,15567,2233,1106,744121,15674,670573,14616,73548,5327,160618,7075,950404,14717,813425,14191,878,515,812547,14260,759903,14102,52644,4089,136979,6240
33140,"Michigan City-La Porte, IN Metro Area",59906,625,6779,912,2864,690,0,184,2864,690,2491,684,373,210,3915,713,23853,1753,16212,1781,0,184,16212,1781,14583,1615,1629,608,7641,1191,20363,1702,14978,1649,0,184,14978,1649,14041,1640,937,365,5385,943,8911,1283,7467,1197,0,184,7467,1197,6902,1186,565,412,1444,484
33260,"Midland, TX Metro Area",76174,662,11995,1871,8846,1606,0,206,8846,1606,8662,1591,184,202,3149,881,17788,2335,13769,2254,0,206,13769,2254,13342,2204,427,433,4019,1018,27946,2676,23140,2743,0,206,23140,2743,22075,2808,1065,722,4806,1153,18445,2260,14929,2049,0,206,14929,2049,14679,2041,250,267,3516,859
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",833417,1550,71620,3680,42001,3267,0,145,42001,3267,35318,2802,6683,1077,29619,2585,208728,6335,159336,5787,0,145,159336,5787,143434,5352,15902,1762,49392,2842,261690,7049,217399,6604,39,65,217360,6600,201905,6680,15455,1907,44291,3088,291379,6826,256093,6547,87,121,256006,6548,248659,6512,7347,1177,35286,2569
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1850540,2640,109163,5131,72139,4741,0,184,72139,4741,62666,4163,9473,1767,37024,2976,368185,7961,289884,7471,132,169,289752,7463,266690,7580,23062,2338,78301,4639,604381,10634,518091,9557,919,505,517172,9469,486735,9009,30437,2204,86290,4001,768811,11361,691626,11127,661,363,690965,11143,668457,10776,22508,2358,77185,3752
33540,"Missoula, MT Metro Area",59176,841,2002,968,1270,850,0,157,1270,850,1112,842,158,162,732,412,11960,1816,9322,1603,0,157,9322,1603,8218,1539,1104,597,2638,856,19321,2141,15381,2011,0,157,15381,2011,14033,1935,1348,594,3940,1210,25893,1873,22605,1812,0,157,22605,1812,21675,1878,930,486,3288,770
33660,"Mobile, AL Metro Area",214012,990,28404,2771,13732,2121,0,184,13732,2121,10486,1731,3246,1272,14672,1832,68996,3845,46322,3418,168,200,46154,3435,40836,3096,5318,1303,22674,2338,67840,3329,50374,3319,855,723,49519,3316,44903,3233,4616,1300,17466,2296,48772,4005,40891,3940,166,200,40725,3926,39282,3810,1443,529,7881,1347
33700,"Modesto, CA Metro Area",262084,1087,54896,4341,36884,3585,0,197,36884,3585,29547,3212,7337,1545,18012,2202,73848,4276,54606,3740,71,115,54535,3734,44655,3357,9880,1935,19242,2301,90374,3990,67886,3698,247,291,67639,3656,59817,3710,7822,1505,22488,2388,42966,3159,35856,3147,0,197,35856,3147,32843,2951,3013,886,7110,1334
33740,"Monroe, LA Metro Area",89285,1159,11622,1631,5962,1389,0,193,5962,1389,5299,1293,663,395,5660,1083,30879,2395,18766,2035,0,193,18766,2035,17596,1965,1170,456,12113,1878,27234,2266,20539,2256,68,109,20471,2234,18543,2168,1928,721,6695,1231,19550,2181,17530,2290,0,193,17530,2290,16877,2251,653,441,2020,612
33780,"Monroe, MI Metro Area",81297,586,5730,1323,3138,830,0,161,3138,830,2549,766,589,344,2592,946,29690,2043,20493,1788,0,161,20493,1788,18052,1578,2441,901,9197,1301,30278,1923,24701,1797,0,161,24701,1797,23755,1767,946,417,5577,1043,15599,1689,13222,1468,0,161,13222,1468,12806,1464,416,230,2377,667
33860,"Montgomery, AL Metro Area",197608,1359,24043,2463,11419,1778,0,184,11419,1778,9420,1662,1999,723,12624,1845,56230,4202,39728,3513,44,71,39684,3520,36547,3386,3137,871,16502,1806,61942,3809,46294,3508,344,228,45950,3509,43045,3470,2905,763,15648,1945,55393,3616,45801,3042,1480,566,44321,2938,42784,2908,1537,716,9592,1746
34060,"Morgantown, WV Metro Area",66670,898,5385,1057,2409,798,0,182,2409,798,2016,753,393,259,2976,689,23503,1970,16296,1791,0,182,16296,1791,15145,1783,1151,487,7207,1139,14872,1482,10819,1194,0,182,10819,1194,10229,1165,590,407,4053,976,22910,1897,19372,1930,0,182,19372,1930,18991,1905,381,311,3538,939
34100,"Morristown, TN Metro Area",70351,1149,11734,1438,4444,808,0,193,4444,808,3598,741,846,417,7290,1382,28458,2082,20637,1921,0,193,20637,1921,18285,1987,2352,826,7821,1305,18949,1788,15078,1707,143,333,14935,1681,13158,1672,1777,594,3871,907,11210,1618,9352,1525,0,193,9352,1525,9074,1528,278,217,1858,687
34580,"Mount Vernon-Anacortes, WA Metro Area",59848,725,6034,1364,2902,811,0,192,2902,811,2616,801,286,193,3132,932,15785,1773,11476,1372,85,140,11391,1385,10354,1269,1037,445,4309,941,23576,1827,17851,1743,127,109,17724,1745,16374,1672,1350,449,5725,1104,14453,1561,11439,1514,238,94,11201,1508,10794,1435,407,343,3014,664
34620,"Muncie, IN Metro Area",52689,505,5117,1239,2985,1046,0,184,2985,1046,2106,721,879,579,2132,601,18765,1931,13240,1702,0,184,13240,1702,11403,1645,1837,704,5525,1095,17388,1579,13084,1636,0,184,13084,1636,11609,1613,1475,535,4304,847,11419,1387,9278,1213,0,184,9278,1213,9122,1216,156,160,2141,632
34740,"Muskegon-Norton Shores, MI Metro Area",89372,767,9837,1368,4622,1044,0,161,4622,1044,3294,891,1328,647,5215,734,29707,2040,20269,1712,135,219,20134,1703,17614,1802,2520,689,9438,1217,34117,1828,27128,1697,134,150,26994,1711,23687,1685,3307,877,6989,1122,15711,1751,13194,1762,0,161,13194,1762,12620,1736,574,284,2517,556
34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",147114,1133,18892,2648,11359,2236,0,197,11359,2236,9266,2027,2093,862,7533,1376,42993,2897,29140,2418,40,65,29100,2416,24696,2251,4404,962,13853,1962,54839,3229,43189,3169,114,188,43075,3162,39769,2938,3306,1030,11650,1810,30390,2708,24857,2573,0,197,24857,2573,24019,2575,838,440,5533,1023
34900,"Napa, CA Metro Area",72641,493,14846,2389,12671,2398,0,197,12671,2398,11772,2499,899,401,2175,745,14759,1669,11334,1600,91,159,11243,1620,9309,1623,1934,655,3425,809,21505,1767,17357,1678,0,197,17357,1678,16098,1744,1259,481,4148,804,21531,1756,18737,1755,75,97,18662,1749,18082,1689,580,325,2794,596
34940,"Naples-Marco Island, FL Metro Area",152072,905,27601,3050,19561,2857,0,211,19561,2857,17720,2596,1841,896,8040,2043,40774,3734,31332,3257,0,211,31332,3257,29486,3270,1846,829,9442,1800,42850,3814,32491,4020,0,211,32491,4020,29973,3822,2518,934,10359,1747,40847,3017,31988,2722,0,211,31988,2722,30300,2692,1688,708,8859,1614
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",902203,3316,91220,5202,52334,4348,0,193,52334,4348,44724,4096,7610,1482,38886,2736,248274,7382,185459,7840,27,59,185432,7827,167863,7520,17569,2390,62815,3422,248735,7858,202877,7320,399,253,202478,7341,189371,7089,13107,1984,45858,3199,313974,7484,269455,7308,383,298,269072,7326,261312,7394,7760,1721,44519,3436
35300,"New Haven-Milford, CT Metro Area",460338,385,42753,3565,24900,2880,0,193,24900,2880,21058,2525,3842,1031,17853,2191,132456,5313,103041,4909,0,193,103041,4909,88636,4925,14405,2364,29415,2826,123412,4169,105468,4099,0,193,105468,4099,93387,3671,12081,1916,17944,1931,161717,5745,142261,5346,440,491,141821,5342,135178,5304,6643,1209,19456,1930
35380,"New Orleans-Metairie-Kenner, LA Metro Area",659107,1417,87378,5255,52621,4404,0,193,52621,4404,43240,3892,9381,2341,34757,3007,179658,5142,130556,4724,151,172,130405,4714,118017,4349,12388,1871,49102,3330,206729,5691,162078,5207,886,510,161192,5220,148498,5100,12694,1367,44651,2927,185342,6354,158124,6421,1037,468,157087,6425,151552,6340,5535,1194,27218,2333
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",10473643,2346,1361906,18989,882517,13835,0,184,882517,13835,765457,12878,117060,5535,479389,11814,2491271,27629,1862743,23884,698,391,1862045,23906,1663710,21778,198335,8538,628528,15208,2470455,27022,1985784,25007,2467,729,1983317,24962,1795251,22989,188066,6887,484671,10162,4150011,28226,3610491,25031,775,365,3609716,25077,3429220,23877,180496,6990,539520,13011
35660,"Niles-Benton Harbor, MI Metro Area",80840,513,8691,1345,4767,908,0,161,4767,908,3902,856,865,420,3924,845,24634,1737,18062,1437,0,161,18062,1437,15966,1452,2096,587,6572,1137,26144,1621,19614,1461,0,161,19614,1461,18325,1434,1289,437,6530,1009,21371,1756,17820,1515,0,161,17820,1515,17183,1469,637,304,3551,772
35840,"North Port-Bradenton-Sarasota, FL Metro Area",337644,2087,32894,3242,23072,2925,0,211,23072,2925,18528,2485,4544,1570,9822,1792,99312,5283,74077,5231,0,211,74077,5231,64824,4916,9253,1957,25235,2341,111179,4386,85554,4570,203,244,85351,4602,76724,4310,8627,1738,25625,2571,94259,5024,76587,4367,0,211,76587,4367,73210,4135,3377,975,17672,2077
35980,"Norwich-New London, CT Metro Area",147348,1198,9904,1765,6535,1628,0,193,6535,1628,5080,1434,1455,633,3369,825,46756,2595,37378,2543,602,428,36776,2457,33405,2442,3371,953,9378,1552,43350,2809,36362,2677,1845,711,34517,2666,30834,2519,3683,1021,6988,1248,47338,2634,41922,2335,900,437,41022,2303,39453,2347,1569,603,5416,1014
36100,"Ocala, FL Metro Area",154891,1390,18989,2728,9744,1847,0,211,9744,1847,8055,1786,1689,597,9245,2103,56001,3768,37214,3498,0,211,37214,3498,32386,3433,4828,1232,18787,2459,52023,3598,36921,3043,215,364,36706,3068,32622,3007,4084,1199,15102,1943,27878,2938,22065,2690,0,211,22065,2690,20033,2478,2032,1202,5813,1351
36140,"Ocean City, NJ Metro Area",49463,691,4870,1377,3430,1238,0,192,3430,1238,2319,845,1111,734,1440,527,16182,1462,11744,1363,187,294,11557,1376,10017,1472,1540,499,4438,870,11752,1294,9726,1281,85,98,9641,1264,8808,1192,833,383,2026,648,16659,1468,13658,1517,39,65,13619,1511,12906,1492,713,284,3001,654
36220,"Odessa, TX Metro Area",72509,1092,17946,1953,10795,1673,0,206,10795,1673,9788,1527,1007,609,7151,1487,20078,2156,15681,2100,0,206,15681,2100,15273,2069,408,279,4397,1007,24888,2454,19767,2275,0,206,19767,2275,18890,2193,877,591,5121,1202,9597,1416,7949,1330,0,206,7949,1330,7861,1312,88,111,1648,573
36260,"Ogden-Clearfield, UT Metro Area",274480,1154,17603,2192,13171,1836,0,181,13171,1836,12056,1787,1115,558,4432,1186,65974,3785,51218,3706,137,114,51081,3685,48035,3637,3046,839,14756,1789,107709,4147,83369,3927,1148,441,82221,3886,79591,3813,2630,763,24340,1940,83194,3985,71649,3329,643,389,71006,3413,69821,3403,1185,431,11545,1399
36420,"Oklahoma City, OK Metro Area",676072,1626,75327,3844,48311,3172,30,51,48281,3170,44358,2925,3923,889,27016,2190,178594,5833,127133,5020,316,176,126817,5057,118987,5082,7830,1392,51461,3119,223385,6175,171637,5596,2210,591,169427,5508,161641,5398,7786,1256,51748,2757,198766,5168,169648,4803,1827,530,167821,4816,164364,4803,3457,932,29118,2285
36500,"Olympia, WA Metro Area",139177,1215,7664,1512,4284,1204,0,192,4284,1204,3447,1133,837,459,3380,1003,31822,2799,24740,2254,372,258,24368,2266,21580,2165,2788,883,7082,1432,57986,2862,46024,2843,1092,630,44932,2815,41970,2831,2962,857,11962,1661,41705,3387,35393,2938,750,372,34643,2903,32959,2796,1684,633,6312,1250
36540,"Omaha-Council Bluffs, NE-IA Metro Area",470757,1091,41068,2700,27250,2555,0,184,27250,2555,23833,2425,3417,920,13818,1588,104782,3924,81985,3437,160,108,81825,3451,77054,3547,4771,1061,22797,1798,155580,4709,130836,4431,1420,570,129416,4486,122597,4228,6819,1187,24744,1959,169327,4797,148924,4699,1864,561,147060,4760,143384,4599,3676,700,20403,1793
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",1182601,1857,124118,7746,81144,6234,0,211,81144,6234,66823,5117,14321,2625,42974,4150,329411,10157,247974,9437,0,211,247974,9437,214904,8895,33070,4152,81437,5986,383388,11793,312755,10727,773,539,311982,10793,282470,9545,29512,3637,70633,6549,345684,11454,300507,10325,309,303,300198,10366,283612,10124,16586,2454,45177,3393
36780,"Oshkosh-Neenah, WI Metro Area",90594,819,5545,898,3025,703,0,145,3025,703,2800,674,225,202,2520,577,27051,2021,20350,1832,0,145,20350,1832,18160,1613,2190,672,6701,1074,31054,2050,24962,2019,0,145,24962,2019,23576,1951,1386,461,6092,999,26944,2180,24164,1967,0,145,24164,1967,23440,2067,724,373,2780,767
36980,"Owensboro, KY Metro Area",61568,1416,6893,1273,2604,918,0,181,2604,918,2389,890,215,268,4289,1079,24068,1691,17929,1747,0,181,17929,1747,16640,1837,1289,574,6139,928,18401,1667,14500,1404,25,46,14475,1395,13682,1356,793,356,3901,824,12206,1635,10102,1374,0,181,10102,1374,9908,1376,194,184,2104,694
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",437483,722,74683,4015,55288,3317,0,197,55288,3317,49969,3395,5319,1198,19395,2299,75821,4672,57531,4449,529,255,57002,4468,49248,3843,7754,1730,18290,2134,147531,4830,119415,5078,940,366,118475,5086,108561,5050,9914,1431,28116,2762,139448,5188,118164,4579,843,558,117321,4439,109499,4375,7822,1422,21284,2165
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",280751,686,24303,2989,13435,1872,0,211,13435,1872,10934,1846,2501,1131,10868,2066,76731,4822,55653,4170,318,370,55335,4088,46627,3752,8708,1863,21078,2391,102113,5603,77144,5240,350,189,76794,5216,67958,4384,8836,1952,24969,2996,77604,3946,67411,3559,556,419,66855,3510,62171,3429,4684,1256,10193,1753
37380,"Palm Coast, FL Metro Area",47099,1243,4958,1717,1761,749,0,211,1761,749,1150,520,611,632,3197,1317,16044,1753,10716,1710,0,211,10716,1710,9730,1632,986,573,5328,1148,14771,1944,9505,1803,0,211,9505,1803,8596,1833,909,500,5266,1197,11326,1651,8239,1354,0,211,8239,1354,7619,1224,620,358,3087,920
37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",92480,750,9517,1881,5504,1425,0,211,5504,1425,4455,1273,1049,492,4013,1073,24269,2247,17108,1945,94,106,17014,1949,14937,1774,2077,747,7161,1209,36528,2760,29019,2881,665,451,28354,2789,26266,2783,2088,848,7509,1241,22166,2604,18479,2554,487,240,17992,2513,17223,2378,769,409,3687,935
